name,name_normalized,brand,barcode,kcal,protein,carbs,fat,fibres,sodium,source,sold_in_fr,popularity
Freeway lemon-lime,freeway lemon-lime,lidl,4056489248958,28.0,0,7.0,0,0,8.0,off,False,728
Fruit fiesta,fruit fiesta,SWEET SWITCH,5425032431144,201.0,6.1,73.0,0.2,0,10.0,off,False,728
Goji Beeren,goji beeren,Rossmann,4305615678382,355.0,12.0,61.0,3.6,11.0,360.0,off,False,728
Gr'eat granola,gr'eat granola,Gr’eat Granola,5430000408080,437.0,10.8,50.2,19.2,8.5,39.0,off,False,728
Hummus Poirvrons Rouges Rôtis,hummus poirvrons rouges rotis,fontaine santé,0770333024133,233.0,6.67,20.0,16.7,3.33,450.0,off,False,728
Kremgo Naturell,kremgo naturell,TINE,7038010024801,254.0,6.7,2.8,24.0,0,0,off,False,728
Lesieur  huile special  friture,lesieur huile special friture,Lesieur,6111024006870,900.0,0,0,100.0,0,0,off,False,728
Marmelata di Arancia Rossa di Sicilia I.G.P.,marmelata di arancia rossa di sicilia i.g.p.,Agrisicilia,8017139102002,252.0,0.6,60.0,0.3,0,0,off,False,728
Miau,miau,AB „Pieno žvaigždės“ filialas Panevėžio pienas,4770237054065,71.0,3.2,9.1,2.3,0,44.0,off,False,728
Mousse Vanilla,mousse vanilla,Vitaline,5201037713139,76.0,10.0,5.0,1.8,0,0,off,False,728
Pinda’s cacahuetes bio,pinda’s cacahuetes bio,Delhaize,5400119542340,609.0,26.0,12.0,49.0,6.8,8.0,off,False,728
Pop’d,pop’d,croky,5414359999659,432.12,5.4,71.0,13.0,4.0,629.0,off,False,728
Pumpernickel,pumpernickel,Migros Bio,7610169013310,203.63,4.5,38.0,0.9,12.0,440.0,off,False,728
Sel et vinaigre,sel et vinaigre,Miss Vickie’s,0060410053089,520.0,6.0,58.0,30.0,0,840.0,off,False,728
Skyr,skyr,Danone,5410146421853,51.0,9.0,3.4,0.1,0,40.0,off,False,728
Spirelli,spirelli,Boni,5400141719048,356.0,13.0,71.0,1.9,3.0,4.0,off,False,728
Sushi Rice,sushi rice,Sukina,0087703510296,170.0,4.0,39.0,0,1.0,5.08,off,False,728
Tri colour Quinoa,tri colour quinoa,macro wholefoods market,9300633284657,386.0,14.2,64.2,12.2,7.0,10.0,off,False,728
Zucchini-Pesto-Käse Pastasalat,zucchini-pesto-kase pastasalat,Chef Select,4056489363255,168.0,5.2,19.7,7.3,0,752.0,off,False,728
pretzels,pretzels,Nefis,4840266003737,411.0,11.0,74.0,7.9,0,1520.0,off,False,728
tea biscuits,tea biscuits,Classic,8690526701608,446.0,11.6,75.8,11.6,0,323.0,off,False,728
Beurre,beurre,Simple,0060383681890,700.0,1.0,0,80.0,0,650.0,off,False,727
Choucroute aux baies de genièvre,choucroute aux baies de genievre,Betty Bossi,7610845353174,19.0,1.5,1.0,0.5,0,560.0,off,False,727
Cougnon au beurre avec sucre & chocolat,cougnon au beurre avec sucre & chocolat,Delhaize,5400112192214,341.0,6.9,56.0,9.5,2.7,376.0,off,False,727
Couque au miel,couque au miel,Delhaize,5400113744085,323.0,3.2,74.0,0.9,3.0,180.0,off,False,727
Crockki Bites al cacao,crockki bites al cacao,Zàini,8004735119145,402.0,7.8,65.0,9.3,7.8,188.0,off,False,727
Gouda Jeune,gouda jeune,Delhaize,5400119601740,348.0,24.0,0,28.0,0,708.0,off,False,727
Graines de caméline,graines de cameline,Signé Caméline,0628055067269,600.0,26.7,26.7,40.0,20.0,0,off,False,727
Granola,granola,KIND,0602652183102,400.0,16.0,56.0,12.0,6.0,320.0,off,False,727
Humus,humus,,9120051672993,150.0,1.0,25.0,3.7,0,520.0,off,False,727
Impact whey isolate,impact whey isolate,Myprotein,5055534323793,360.0,80.0,8.0,0,0,120.0,off,False,727
Malsouka,malsouka,El gamra,6194037810214,380.0,10.2,2.1,1.68,0,1076.0,off,False,727
Moja kravica jogurt,moja kravica jogurt,Imlek,8601500130079,54.0,3.1,4.2,2.8,0,48.0,off,False,727
Nescafe 3 in 1,nescafe 3 in 1,Nescafe,6151100037879,448.0,1.6,72.0,17.2,0,343.2,off,False,727
Peanut butter,peanut butter,REGANO,6287018650746,639.0,30.0,18.0,49.0,9.0,17.0,off,False,727
Peanut butter cup,peanut butter cup,Buddy Buddy,5419980032645,584.0,20.3,24.91,45.3,9.3,40.0,off,False,727
Prepardo tipo Leite creme,prepardo tipo leite creme,Royal,5601089081109,86.0,2.7,15.5,1.4,0,72.0,off,False,727
Real Foods Corn Thins Corn Cakes Sour Cream & Chives,real foods corn thins corn cakes sour cream & chives,Real Foods,9322969000978,410.0,8.5,75.0,6.5,0,420.0,off,False,727
Salade de pomme de terre,salade de pomme de terre,Stonemill Kitchens,0071117141825,171.0,1.43,20.0,9.29,1.43,443.0,off,False,727
Sauce taco,sauce taco,Old El Paso,0058300128832,33.33,1.33,6.67,0,0,433.33,off,False,727
Scotti Risette Snack Paprika,scotti risette snack paprika,Scotti,8001860258459,423.0,4.7,63.4,16.6,0,1120.0,off,False,727
Soy protein isolate,soy protein isolate,Myprotein,5056307361356,352.0,76.0,10.0,0.8,0,1000.0,off,False,727
Spaghetti Carbonara,spaghetti carbonara,Lidl,4056489416265,131.0,4.8,18.3,4.1,0,342.0,off,False,727
Tofu,tofu,fontaine santé,0770333060063,141.0,14.1,2.35,8.24,1.18,5.88,off,False,727
Tosh galleta yogurt,tosh galleta yogurt,Hosh,7441163401168,434.21,5.26,65.79,13.16,0,171.05,off,False,727
Vegetarische Schlemmertaschen,vegetarische schlemmertaschen,Vemondo,4056489487746,217.0,6.9,18.4,12.1,0,580.0,off,False,727
flocon d avoine,flocon d avoine,Delhaize,5400113714323,372.0,14.0,59.0,7.0,10.0,8.0,off,False,727
mini-beignets assortis,mini-beignets assortis,Délices des 7 vallées,2644811026170,441.0,7.0,45.0,25.0,2.4,288.0,off,False,727
Blackcurrant Peelers 5 x,blackcurrant peelers 5 x,,5060011816125,318.75,1.25,68.75,1.25,7.5,100.0,off,False,726
Boni fromage de chèvre au miel,boni fromage de chevre au miel,Boni,5400141135633,177.0,8.6,11.0,11.0,0,240.0,off,False,726
Chataka Pataka,chataka pataka,Balaji,8906010500511,514.0,7.0,63.3,24.8,4.8,868.0,off,False,726
Core Power,core power,Core Power,0811620022224,202.0,36.8,7.02,3.07,0,219.0,off,False,726
Il Biscotto -30% zuccheri,il biscotto -30% zuccheri,Plasmon,8001040421734,399.0,9.4,67.0,8.5,8.4,148.0,off,False,726
Jebli original,jebli original,,6111206001273,225.0,6.5,6.9,19.0,0,320.0,off,False,726
Kokosblütensirup,kokosblutensirup,Rapunzel,4006040168843,317.0,0.13,78.0,0.5,0,0,off,False,726
Les pâtes intégrales riches en fibres,les pates integrales riches en fibres,L'EPI D'OR,6194003361931,328.14,13.0,65.0,1.7,8.0,400.0,off,False,726
Monster Java Irish Crème,monster java irish creme,Java Monster,0070847812517,43.0,1.36,7.46,0.79,0,131.0,off,False,726
Noodles Thai chicken,noodles thai chicken,Aïki,5414972330198,159.0,3.43,22.2,6.09,0.83,427.0,off,False,726
Pizza margherita,pizza margherita,Gustavo Gusto,4260414151378,211.0,10.0,27.0,6.5,2.0,511.0,off,False,726
Sirop original,sirop original,Pearl Milling Company,0055577166079,333.0,0,85.0,0,0,133.0,off,False,726
Sour cream,sour cream,Sante,4860051004961,144.0,3.6,4.8,12.0,0,1416.0,off,False,726
Wasa Craquers,wasa craquers,Wasa,7300400129138,339.0,11.0,58.0,3.0,18.0,440.0,off,False,726
Beurre de cacahuètes,beurre de cacahuetes,Jumpy Nuts,6952128512498,610.0,29.0,24.0,44.0,1.6,20.0,off,False,725
Birch benders keto pancake & waffle mix,birch benders keto pancake & waffle mix,Birch Benders,0810001560065,140.0,6.0,20.0,8.0,9.0,330.0,off,False,725
Bresaola della valtellina I.G.P,bresaola della valtellina i.g.p,Cittero,8008410599246,154.0,34.0,0.5,2.0,0,1720.0,off,False,725
Buche des fetes,buche des fetes,,0060737018785,420.0,2.0,72.0,14.0,0,280.0,off,False,725
Chips Oman Big,chips oman big,,9501100018304,590.0,5.0,46.0,37.0,0,500.0,off,False,725
Chocolate Eutopia,chocolate eutopia,Shtrauss,7290112357113,127.0,0,10.0,6.5,0,60.0,off,False,725
"Chocolocos Cereais de Trigo Integral, Trigo e Milho, com Cacau","chocolocos cereais de trigo integral, trigo e milho, com cacau",Pingo Doce,5601009990214,387.0,9.7,75.0,4.2,5.7,80.0,off,False,725
Classic Peach Nectar,classic peach nectar,Dimes,86900201,48.0,0,12.0,0,0,0,off,False,725
Confiture extra de fraise,confiture extra de fraise,Bio 365,7627536647177,239.0,0,59.0,0.2,0.8,40.0,off,False,725
Delta zero,delta zero,Brussels Beer Project,5430004389200,16.0,0.5,3.5,0.5,0,4.0,off,False,725
Emmentaler,emmentaler,Coop,7340191149878,366.0,27.0,0,28.0,0,472.0,off,False,725
Gressins au sesame,gressins au sesame,,0779921228533,400.0,15.0,70.0,7.5,0,320.0,off,False,725
Jus Le Fruit Multifruits,jus le fruit multifruits,Joker,3123349017144,47.0,0,11.0,0,0,0,off,False,725
Jus d'orange,jus d'orange,Boni Bio,5400141358827,47.0,0.8,10.0,0.5,0.5,4.0,off,False,725
La Fournee doree Sesame Brioche Burger Buns,la fournee doree sesame brioche burger buns,La Fournée dorée,0059243002319,320.0,12.0,52.0,8.0,2.0,520.0,off,False,725
Lait UHT Demi Écrémé,lait uht demi ecreme,Colainord,6111046001440,45.0,3.1,4.9,1.5,0,0,off,False,725
Milk and Honey Snack,milk and honey snack,Milbona,20969257,443.0,6.7,42.7,27.1,0,184.0,off,False,725
Mousse Mangue,mousse mangue,Lidl,20758660,191.0,2.4,17.8,12.0,0,68.0,off,False,725
PLant Soja Nature Sans Sucre,plant soja nature sans sucre,Boni,5400141491463,46.0,4.4,1.9,2.2,0.7,59.0,off,False,725
Pizza Kombi,pizza kombi,Chef Select,20196950,267.0,9.7,43.0,4.2,4.8,440.0,off,False,725
Pâté de Fois,pate de fois,Migros,7613312426586,243.0,10.0,3.9,21.0,0.5,551.0,off,False,725
Yogurt,yogurt,Pinehedge Farms,0628942305153,68.6,3.43,6.86,3.43,0,48.6,off,False,725
kéfir nature,kefir nature,Choix du président,0060383138011,47.9,3.72,5.32,1.06,0,47.9,off,False,725
Café,cafe,Maxwell House,0066188004742,1.0,0.2,0.3,0,0,0,off,False,724
Count on Us Haddock Mornay,count on us haddock mornay,Marks & Spencer,00675147,82.0,7.7,7.2,2.1,1.9,172.0,off,False,724
Crème fraiche petit pot,creme fraiche petit pot,Riviera,0064912085807,0.3,2.67,0,33.3,0,26.7,off,False,724
Freeway Agrume,freeway agrume,Freeway,4056489012290,27.0,0,6.5,0,0,4.0,off,False,724
Jericho dates medjool,jericho dates medjool,,0599599648804,280.0,2.5,75.0,0.2,9.4,0,off,False,724
Jus d’orange,jus d’orange,President's Choice,0060383048440,44.0,0.8,10.0,0,0,6.0,off,False,724
Mini Croissants,mini croissants,7 Days,7622202216084,452.0,6.1,45.0,27.0,2.3,240.0,off,False,724
Mozzarella,mozzarella,Campainha,5602384002257,292.0,26.0,0.6,21.0,0,511.0,off,False,724
Multi-vitamin,multi-vitamin,Mingles,4099200021553,231.0,0.1,93.7,0.1,0,40.0,off,False,724
Piadine,piadine,Loriana,8003840001369,372.0,6.5,47.0,17.0,2.3,376.0,off,False,724
Red Band Magic Mix,red band magic mix,red brand,8713800138768,360.0,1.7,87.0,0,0,80.0,off,False,724
Rocks,rocks,,4004363009614,38.0,0.1,98.5,0.2,0.3,40.0,off,False,724
Smooth brussels pate,smooth brussels pate,Marks & Spencer,00667883,291.0,13.0,5.1,24.0,1.5,724.0,off,False,724
Snep the mix,snep the mix,Bodylab,00000118,385.0,75.0,7.5,5.0,0,200.0,off,False,724
Soleil Lemon Pie,soleil lemon pie,,6111259347656,479.0,3.6,64.7,23.7,2.9,130.0,off,False,724
Veggie Martin préparé,veggie martin prepare,Lidl,4056489568100,214.0,6.9,7.6,16.8,3.1,348.0,off,False,724
airelles séchées,airelles sechees,Delhaize,5400113730422,331.0,0.5,77.0,1.4,5.7,4.0,off,False,724
Épinards hachés Nature,epinards haches nature,Iglo,5414807007929,23.0,3.1,0.5,0.5,2.8,16.0,off,False,724
"Нут, нахут, chickpeas","нут, нахут, chickpeas",Krina,3800106408062,366.0,21.0,51.0,6.0,0,24.0,off,False,724
Arachides enrobées saveur de chili,arachides enrobees saveur de chili,T&T Foods,0776703304270,520.0,20.0,44.0,30.0,6.0,840.0,off,False,723
B Fit Lait frappé a teneur élevée en protéines Vanille,b fit lait frappe a teneur elevee en proteines vanille,3FIT,0068200550503,65.2,7.39,6.74,1.09,0.22,60.9,off,False,723
Barre de noix de coco au chocolat  noir,barre de noix de coco au chocolat noir,UNREAL,0857484006895,466.67,6.67,53.33,33.33,0,0,off,False,723
Blondie au Beurre d’archide • Biologique Barre nutritive naturelle,blondie au beurre d’archide • biologique barre nutritive naturelle,Made with Local 🩶• 🇨🇦,0627843351931,453.0,15.1,54.7,18.9,7.55,47.2,off,False,723
Boisson tout-en-un - Fraises et crême,boisson tout-en-un - fraises et creme,Good protéines,0628678203518,386.0,47.7,29.5,10.2,15.9,659.0,off,False,723
"Borscht à la Betterave, prête à servir.","borscht a la betterave, prete a servir.",Sprague,0061148170802,70.4,3.17,12.3,1.58,3.17,201.0,off,False,723
Chocolate Noir • Choklad Mork,chocolate noir • choklad mork,IKEA,1805315470000,537.0,7.32,58.5,31.7,9.76,0,off,False,723
Coconut sugar,coconut sugar,,0058891825059,3.33,0.02,0.89,0,0,0,off,False,723
Crunchy Muesli - flocons de céréales croustillants,crunchy muesli - flocons de cereales croustillants,MasterChef,5601227033915,443.0,5.8,70.0,15.0,5.5,124.0,off,False,723
Crunchy spéculoos,crunchy speculoos,Xavie,5407004605159,417.0,13.3,56.7,13.3,10.0,0,off,False,723
Cubes tomates,cubes tomates,Elvea,8001240410477,22.0,1.3,3.0,0.5,1.0,24.0,off,False,723
Frisk sours with vitamin C - Goût citron,frisk sours with vitamin c - gout citron,Frisk,86945110,246.0,0,91.0,1.0,0,0,off,False,723
Frucht Snack,frucht snack,Nature Addicts,3609200010740,327.0,0,74.0,1.1,0,40.0,off,False,723
Galette di Granoturco,galette di granoturco,Agri 90,8032927130104,390.0,11.4,76.1,3.3,5.1,28.0,off,False,723
Galettes de riz à la pomme,galettes de riz a la pomme,HiPP,4062300376991,386.0,5.9,88.9,0.7,0.7,20.0,off,False,723
Gaufres liégeoises,gaufres liegeoises,Coop,7613413877423,402.0,4.7,48.0,21.0,0.9,364.0,off,False,723
Goulasch de bœuf et purée de pommes de terre,goulasch de bœuf et puree de pommes de terre,Coop,7613331818317,106.0,5.2,8.8,5.3,1.0,380.0,off,False,723
Gâteau au fromage frais nature,gateau au fromage frais nature,Migros,7613404037300,323.0,5.2,28.0,21.0,0.6,180.0,off,False,723
Kambly Chocolait,kambly chocolait,Kambly,7614800496005,519.0,7.1,61.0,27.0,1.9,168.0,off,False,723
Lait Ecreme 0%,lait ecreme 0%,Campina,5410438046511,38.0,3.9,5.1,0,0,0.14,off,False,723
Meil,meil,Alshifa,6133516000630,335.0,0,83.0,0,0,0,off,False,723
Miel et Dijon,miel et dijon,Miss Vickie's,0060410046869,520.0,6.0,60.0,30.0,4.0,480.0,off,False,723
Mozzarella Perle,mozzarella perle,Emmi,7610900018543,244.0,19.0,1.5,18.0,0,160.0,off,False,723
Mozzarella râpée,mozzarella rapee,Coop,7627536596611,308.0,25.0,2.5,22.0,0,400.0,off,False,723
Nature Lait Biologique 2%,nature lait biologique 2%,Natrel,0055872525175,52.0,3.6,5.2,2.0,0,42.0,off,False,723
Pattes d’ours pépites de chocolat,pattes d’ours pepites de chocolat,Dare,0063348095848,425.0,7.5,67.5,15.0,5.0,350.0,off,False,723
Peanut butter,peanut butter,veeba,8906069401210,630.78,26.35,18.8,50.02,0,365.91,off,False,723
Petits pains a dejeuner,petits pains a dejeuner,Ozery Bakery,0664164100299,253.0,6.67,52.0,1.33,4.0,307.0,off,False,723
Pommes frites,pommes frites,,5412588055344,122.0,2.3,22.0,2.1,0,0,off,False,723
Pop tarte,pop tarte,Legendary Foods,0810035970229,295.0,32.8,19.7,14.8,13.1,541.0,off,False,723
"Pur jus de citron, bio","pur jus de citron, bio",Giancarlo Polenghi,8031301886347,27.0,0.5,2.0,0.5,0,4.0,off,False,723
Ringo,ringo,Sidimansour,6133060003187,170.0,0,6.11,30.0,0,0,off,False,723
Salade thon peche,salade thon peche,Boni,5400141436464,123.0,4.67,9.78,6.89,1.91,184.0,off,False,723
Scampi,scampi,Boni,5400141430721,66.0,15.0,0,0.6,0,400.0,off,False,723
Smart Meatballs,smart meatballs,Lightlife,0043454000400,196.08,19.61,13.73,7.84,0,686.27,off,False,723
Sorbet Arc-en-ciel (non laitier),sorbet arc-en-ciel (non laitier),Mini Melts,0689076057240,31.2,0,8.75,0,0,0,off,False,723
Spinaci,spinaci,Orogel,8003495104088,31.0,3.0,1.9,0.7,2.5,60.0,off,False,723
Tomates Séchées Basilic,tomates sechees basilic,Boni,5400141888669,231.0,8.1,24.3,8.7,11.6,2000.0,off,False,723
Tortelloni ricotta epinards,tortelloni ricotta epinards,Delhaize,5400117588838,259.0,9.6,38.0,6.7,3.6,560.0,off,False,723
Up&go protein energize,up&go protein energize,Sanitarium,9300652806069,85.0,7.0,9.62,1.78,0.9,90.0,off,False,723
Vanilla crunchies flavour,vanilla crunchies flavour,Céréal,5410063043343,455.0,5.6,68.0,22.0,1.9,256.0,off,False,723
Veggie Tune-in salad,veggie tune-in salad,Bon Mush,5413345008917,334.0,5.8,2.3,33.0,1.3,4327.0,off,False,723
Véritable pâte d’arachide,veritable pate d’arachide,Kahuet,3770015887015,610.0,26.0,17.0,47.0,8.4,197.0,off,False,723
"Yogourt à la framboise 3,5%","yogourt a la framboise 3,5%",Coop Suisse,7627537257573,90.0,3.7,12.0,3.0,0,32.0,off,False,723
frischen-waffeln,frischen-waffeln,Finest Bakery,4099200010960,476.0,7.69,48.1,26.9,0,0,off,False,723
sandwich jambon fromage,sandwich jambon fromage,Chef to go select,20502706,249.0,11.0,21.0,13.0,0,440.0,off,False,723
Œufs durs et colorés,œufs durs et colores,Ovyta,5412378003418,153.0,13.0,0.6,11.0,0,128.0,off,False,723
AH Havercrackers naturel,ah havercrackers naturel,Albert Heijn,8716415711005,321.0,10.0,20.0,21.0,6.2,160.0,off,False,722
Apple Juice,apple juice,Oadis,0067311010999,40.0,0,10.5,0,0,2.5,off,False,722
Bar protéine chocolat,bar proteine chocolat,Chimpanzee,8594157872433,413.0,14.0,50.0,17.0,6.4,40.0,off,False,722
Beans,beans,Sprague Cannery,0061148176668,104.0,4.8,22.4,0.32,4.0,280.0,off,False,722
Cape cod,cape cod,365 Whole Foods,0099482475031,516.0,16.1,38.7,38.7,6.45,113.0,off,False,722
Chilli Mayonnaise,chilli mayonnaise,UNILEVER NORGE AS,8712566175130,280.0,0.8,8.0,27.0,0,0,off,False,722
Corned Beef,corned beef,Purefoods,4808887010022,198.0,16.0,2.0,14.0,2.0,572.0,off,False,722
Dar-Vida Ovomaltine,dar-vida ovomaltine,Dar Vida,7610032056864,482.0,8.8,60.0,22.0,6.4,354.0,off,False,722
Delights delice,delights delice,Fibre 1,0065633513167,360.0,4.0,72.0,12.0,20.0,340.0,off,False,722
Fins au blé tomates basilic,fins au ble tomates basilic,Christie,0066721004123,433.33,6.67,80.0,16.67,10.0,500.0,off,False,722
Fromage,fromage,La Chaudiere,0068449002108,366.67,23.33,3.33,30.0,0,600.0,off,False,722
Gold honey flakes,gold honey flakes,Nestlé,4800361367110,378.0,5.2,82.4,2.2,4.0,395.0,off,False,722
Jambon cuit à l'os,jambon cuit a l'os,Delhaize,5400119559416,128.0,20.0,0.8,5.0,0.5,600.0,off,False,722
Kefir,kefir,Rolling Meadow,0838143001703,53.2,3.19,4.79,2.13,0,47.9,off,False,722
Ketchup 0%,ketchup 0%,Delga-C,0746242350496,26.67,0,6.67,0,0,433.33,off,False,722
Kidney beans,kidney beans,Cedar Phoenicia,0062356500115,72.0,5.6,14.4,0.4,4.0,92.0,off,False,722
Lait pasterusisé partielement écrémé,lait pasterusise partielement ecreme,Laiterie Edough,6131544000011,43.0,3.1,4.2,1.5,0,0,off,False,722
Levure alimentaire,levure alimentaire,Bragg,0074305066009,4.0,0.53,0.2,0.03,0.2,2.0,off,False,722
L’integrale Unfiltered Extra Virgin Olive Oil,l’integrale unfiltered extra virgin olive oil,Costa d'Oro,8007270700410,805.45,0,0,91.0,0,0,off,False,722
MSC Sockeye M-Budget,msc sockeye m-budget,Migros,7613404706039,102.0,22.0,1.3,1.0,0,1240.0,off,False,722
Mango and habanero pepper,mango and habanero pepper,Hardbite,0673513516704,500.0,10.7,60.7,25.0,7.14,214.0,off,False,722
Miche campagnarde,miche campagnarde,Première Moisson,0029145083013,240.0,8.0,52.0,0,0,208.0,off,False,722
Morning crisp,morning crisp,Jordan's,0737282363034,455.56,8.89,61.11,17.78,5.56,0,off,False,722
Munch,munch,Nestle,8901058022179,435.0,6.0,50.0,23.4,0,89.3,off,False,722
No gluten pain brun,no gluten pain brun,Delhaize,5400119574747,229.0,6.0,37.0,4.8,6.8,480.0,off,False,722
Pazzta Cheese Macaroni,pazzta cheese macaroni,Maggi,8901058003000,321.0,9.87,63.7,3.07,0,0,off,False,722
Petit beurre chocolat noir,petit beurre chocolat noir,M Classic,7613312433850,496.0,6.0,62.0,24.0,4.0,176.0,off,False,722
Petits poids et jeunes carottes,petits poids et jeunes carottes,Everyday,5400141295009,46.0,2.8,5.9,0.5,0,128.0,off,False,722
P’tit Québec,p’tit quebec,P'tit Quebec,0068200475486,428.57,23.81,0,28.57,0,809.52,off,False,722
Soupe poulet et riz,soupe poulet et riz,St-Hubert,0066701003900,36.0,1.6,6.4,0.2,0,228.0,off,False,722
Spicy Thai Chili Flaked Light Tuna,spicy thai chili flaked light tuna,Easy Togs,0667888410071,137.5,15.0,10.0,3.75,0,400.0,off,False,722
Tomates broyees,tomates broyees,Unicorn,0067800002849,48.0,2.4,8.8,0,0,20.0,off,False,722
Tortillas,tortillas,POM,0061077778438,294.0,5.88,47.1,7.35,2.94,559.0,off,False,722
Town House Original,town house original,Town House,0064100126121,550.0,5.0,60.0,30.0,0,900.0,off,False,722
Twigz Pretzels,twigz pretzels,Twigz,0627987213348,380.0,6.0,66.0,12.0,4.0,620.0,off,False,722
blueberry coconut,blueberry coconut,Plant-based bio,7623186191558,104.0,0.8,8.6,7.3,0.5,0,off,False,722
danio vanille,danio vanille,Danone,5410146421013,108.0,5.7,14.8,2.9,0,36.0,off,False,722
lay's,lay's,Lay's,8690624103298,542.0,5.8,51.9,33.7,3.8,680.0,off,False,722
vitaminwater fiber,vitaminwater fiber,Glacéau,5449000323552,15.0,0,3.1,0,1.1,0,off,False,722
Amandes entières,amandes entieres,no name,0060383018962,600.0,20.0,20.0,50.0,13.0,0,off,False,721
Andouille Sausage,andouille sausage,HOLMES SMOKEHOUSE,0656488007866,339.0,17.9,3.57,28.6,1.79,1000.0,off,False,721
Aqua fine,aqua fine,,6132504574481,41.0,0.18,10.0,0.1,0,0,off,False,721
Berries Flavoured power drink,berries flavoured power drink,Foster Clarks,5352101002557,332.0,0.7,76.8,0,1.7,1200.0,off,False,721
Bevanda Avena senza zuccheri,bevanda avena senza zuccheri,Vemondo,4335619144798,41.0,0.6,6.0,1.5,0.6,39.0,off,False,721
Boisson Désaltérante (orange ),boisson desalterante (orange ),G,0055577421031,22.5,0,6.06,0,0,46.5,off,False,721
Boules au rhum,boules au rhum,Coop,7610807164435,391.0,5.6,49.0,16.0,3.6,24.0,off,False,721
Bread,bread,Dempster's,0068721722526,240.0,8.0,45.3,2.67,1.33,520.0,off,False,721
Carrefour Bon Appétit! Salad Bowl Falafel,carrefour bon appetit! salad bowl falafel,Carrefour,5400101101746,123.0,4.9,10.0,6.5,2.5,196.0,off,False,721
Carrefour Bon Appétit! Salad Crevettes Grises,carrefour bon appetit! salad crevettes grises,Carrefour,5400101101654,95.0,4.6,5.2,6.0,1.0,208.0,off,False,721
Carrefour Original Prosciutto di Parma Tranché Fin,carrefour original prosciutto di parma tranche fin,Carrefour,5400101099647,254.0,27.0,0.5,16.0,0,1840.0,off,False,721
Cheez whiz,cheez whiz,Old El Paso,0058300854533,20.0,1.0,0,0.1,1.0,0,off,False,721
Choco cookies,choco cookies,Boni,5400141995534,436.0,7.7,70.0,13.0,4.2,216.0,off,False,721
Corn chip dippers,corn chip dippers,Kirkland - Costco,0096619055432,560.0,6.0,56.0,34.0,0,0,off,False,721
Cremax,cremax,gamesa,7501000612147,510.0,3.0,70.2,24.1,0.8,0,off,False,721
Croquant Fruits des bois,croquant fruits des bois,meesters van de halm,8714266000125,406.0,9.6,67.0,8.6,10.0,12.0,off,False,721
Cruchy fudge,cruchy fudge,BONAVENTURA SALES AS,7340001802924,370.0,36.0,33.0,15.0,0,64.0,off,False,721
Crème de coco et d'amande bio,creme de coco et d'amande bio,Koro,4255582802191,645.0,6.0,31.0,54.0,5.6,12.0,off,False,721
Essiggurken,essiggurken,Hugo Reitzel,7610161121471,37.0,0.6,6.4,0.5,0,680.0,off,False,721
Feest stol,feest stol,AH Excellent,8718265638617,337.0,8.7,52.0,9.4,3.5,272.0,off,False,721
Finest sourdough rye vienna,finest sourdough rye vienna,coles Finest by LAURENT,9310645241531,236.38,9.27,44.5,1.82,4.36,422.0,off,False,721
Fruit Pastilles,fruit pastilles,Rowntrees,8445291194823,350.0,0.5,86.3,0.5,0.5,75.0,off,False,721
Gatorade Fit,gatorade fit,G Fit,0057271163460,2.67,0.03,0.53,0,0,45.3,off,False,721
Gluten Free Wafers al limone,gluten free wafers al limone,Schär,8008698012956,515.0,2.4,71.0,24.0,0,48.0,off,False,721
Jambon Ibérique,jambon iberique,Lidl,4056489049449,373.0,26.3,0.5,29.8,0.3,1900.0,off,False,721
Kissen,kissen,Peanut Butter,8901030980053,612.0,25.7,20.3,49.5,8.6,0,off,False,721
La Grande Galette,la grande galette,St. Michel,0183838000364,493.0,5.97,68.7,20.9,2.99,299.0,off,False,721
Lait proteines,lait proteines,Natrel PLUS,0064420320155,60.0,7.2,5.2,1.0,0,68.0,off,False,721
Lasagne Verde,lasagne verde,Delhaize,5400112288405,146.0,7.8,12.0,7.0,0,320.0,off,False,721
Lët'z chips - Paprika,let'z chips - paprika,Lët‘z Chips,5450322025468,486.0,6.0,52.0,26.5,0,708.0,off,False,721
Manchons de canard aux haricots lingots.,manchons de canard aux haricots lingots.,Larnaudie,3113010167964,140.0,12.0,8.1,5.9,3.6,312.0,off,False,721
Maxon éclats de Cachuétes,maxon eclats de cachuetes,Palmary,6133414003733,539.9,5.88,51.7,32.7,7.64,100.0,off,False,721
Mayonnaise de dijon,mayonnaise de dijon,Maille,8720182046987,667.0,2.0,0,73.3,0,433.0,off,False,721
Moutarde Jaune,moutarde jaune,Heinz,8410066134878,120.0,5.6,9.4,5.2,0,1000.0,off,False,721
Myrtilles Confiture,myrtilles confiture,Delhaize,5400113740681,243.0,0.5,58.0,0.5,3.1,4.0,off,False,721
Nuts & Fruit,nuts & fruit,Alesto,20716615,513.0,16.5,36.0,31.9,6.7,12.0,off,False,721
Organic Khidri Dates,organic khidri dates,Jomara,6291108636923,333.33,6.67,80.0,0,13.33,0,off,False,721
Petits-beurre chocolat au lait,petits-beurre chocolat au lait,Delhaize,5400113743897,511.0,7.0,61.0,26.0,2.6,132.0,off,False,721
Plaisir,plaisir,Y'ab,6191503211827,97.66,2.3,14.06,3.58,0,0,off,False,721
