name,name_normalized,brand,barcode,kcal,protein,carbs,fat,fibres,sodium,source,sold_in_fr,popularity
Banane,banane,Coop,7610632946305,92.0,1.1,21.0,0,0,0,off,False,3155
Becel ProActiv,becel proactiv,Becel,8719200099647,629.0,0.5,0.5,70.0,0,0,off,False,3155
Bio Rote beete,bio rote beete,pfanner,90069765,43.0,1.0,8.5,0.5,0,40.0,off,False,3155
Boisson aux amandes,boisson aux amandes,Boni Selection,5400141301922,25.0,0.5,3.0,1.1,0,52.0,off,False,3155
Chips cheese oignon,chips cheese oignon,,6111262580231,544.0,6.0,49.0,35.0,4.3,360.0,off,False,3155
Chips paprika,chips paprika,,6111250472746,586.2,6.6,55.0,37.7,0,520.0,off,False,3155
Chocolate negro 92%,chocolate negro 92%,,8410740998765,556.0,8.2,30.0,42.0,0,8.0,off,False,3155
Cioccolato Extra Dark 95% cacao,cioccolato extra dark 95% cacao,Nestlé,8000300379464,578.0,12.0,8.9,51.0,19.0,0,off,False,3155
Clássico Pêssego,classico pessego,Compal,5601151543313,44.0,0.5,11.0,0.5,0,4.0,off,False,3155
Confiture d’orange,confiture d’orange,Sicam,6130098001543,246.1,0.3,61.0,0.1,0,0,off,False,3155
Cooked shoulder,cooked shoulder,Delhaize,5400601450320,101.58,19.0,1.5,2.0,0.3,800.0,off,False,3155
Couscous,couscous,,6111249947064,354.0,11.0,75.0,2.0,4.3,30.0,off,False,3155
Cremvusti din Piept de Pui Extra,cremvusti din piept de pui extra,,5941265029113,249.0,16.0,0.5,20.1,0,0,off,False,3155
Dinosaurus,dinosaurus,Artiach,8436048462630,470.0,5.4,72.0,18.0,1.8,52.8,off,False,3155
Délice Coconut,delice coconut,Kinder,8000500355138,458.8,4.8,55.3,23.9,0,120.8,off,False,3155
Gorzka Extra,gorzka extra,Wawel,5900102028382,556.0,15.6,33.3,44.4,17.8,0,off,False,3155
Gouda slices young,gouda slices young,365,5400112548233,344.0,23.1,0.5,27.9,0.5,800.0,off,False,3155
Honing ringen,honing ringen,Albert Heijn,8718907227438,385.0,9.0,77.0,3.0,0,252.0,off,False,3155
Ice Cream Sandwich cocoa & vanilla,ice cream sandwich cocoa & vanilla,Gelatelli,20192303,286.0,5.6,42.9,9.8,0,80.0,off,False,3155
Infusion,infusion,Lord Nelson,9050482024354,2.0,0.5,0.5,0.5,0,0,off,False,3155
Kefir,kefir,,5941534001710,64.0,3.2,4.8,3.5,0,0,off,False,3155
Microwave pop corn,microwave pop corn,Delhaize,5400113622260,391.0,9.8,54.0,12.0,11.0,600.0,off,False,3155
Monte regale,monte regale,Monte regale,8004880900032,350.0,12.1,72.7,0.7,2.4,40.0,off,False,3155
Olives noires kalamata,olives noires kalamata,Naturaplan,7613379116802,254.0,2.0,0,27.0,3.5,1600.0,off,False,3155
Ottimini integrali senza zuccheri aggiunti,ottimini integrali senza zuccheri aggiunti,Divella,8005121214567,433.0,9.0,66.0,16.8,5.9,88.0,off,False,3155
Pates alimentaires ble dur,pates alimentaires ble dur,,6111243620918,350.0,12.0,72.0,2.0,0,40.0,off,False,3155
Piemont,piemont,M-Budget,7617400035780,538.0,6.0,60.0,30.0,2.5,40.0,off,False,3155
Plant-based vegetable burger,plant-based vegetable burger,V-Love,7613404342244,187.0,6.6,24.0,6.4,3.6,560.0,off,False,3155
Polenta et légumes,polenta et legumes,Anna's Best,7613269502197,76.24,2.5,9.0,3.0,1.5,480.0,off,False,3155
Prawn Crackers Pur,prawn crackers pur,,5701397325121,498.0,2.1,61.0,27.0,0,1000.0,off,False,3155
Pâte Speculoos Crunchy,pate speculoos crunchy,Boni,5400141322088,563.0,3.8,61.0,33.0,0.9,200.0,off,False,3155
Pâte à tartiner au lait et au cacao,pate a tartiner au lait et au cacao,Côte d'Or,7622201783525,577.0,5.1,52.0,38.0,0,92.0,off,False,3155
Rice paper,rice paper,Rice Gain,3800600002803,345.0,0.84,84.5,0.35,1.06,189.0,off,False,3155
Salidou Caramel au beurre salé,salidou caramel au beurre sale,La Crêpière Sàrl,7640157270029,469.0,1.5,57.0,26.0,0,276.0,off,False,3155
Samourai,samourai,Boni Selection,5400141900538,715.0,1.2,0.6,79.0,0,720.0,off,False,3155
Sauce Andalouse star,sauce andalouse star,ok,6111184008363,402.0,0.5,14.5,38.0,0,1028.0,off,False,3155
Sauce barbecue,sauce barbecue,,6111184008875,196.35,0.65,47.8,0.27,0,888.0,off,False,3155
Sauce burger,sauce burger,,6111262588411,410.2,0.6,20.3,36.3,0,1028.0,off,False,3155
Sergio,sergio,Excelo,6111259344105,443.0,5.79,50.72,24.1,0,120.0,off,False,3155
Spofy,spofy,,3362600007924,12.0,4.1,52.1,19.0,0,7600.0,off,False,3155
Suc de mere si piersici,suc de mere si piersici,Olympus,5202178005527,49.0,0.4,11.8,0,0,0,off,False,3155
Summer Edition Abricot-Fraise,summer edition abricot-fraise,Red Bull,90454479,45.7,0,11.0,0,0,0,off,False,3155
Tortilla Chips - Cheese,tortilla chips - cheese,Santa maria norge as,7311310032036,472.0,6.6,64.0,20.0,4.0,629.0,off,False,3155
Tradition Sablé macadamia,tradition sable macadamia,Tradition,7617400038699,552.0,6.4,58.0,32.0,3.0,208.0,off,False,3155
White oats,white oats,,9557366570834,470.0,12.0,64.8,9.0,7.8,0,off,False,3155
fromage blanc du bled 1kg fromital,fromage blanc du bled 1kg fromital,,6111243090087,148.0,12.3,1.6,10.0,0,0,off,False,3155
pralinutta,pralinutta,,5410291314710,574.0,2.1,57.7,36.8,0,0,off,False,3155
Крема сирене,крема сирене,Philadelphia,7622300340285,226.0,5.4,4.3,21.0,0.2,300.0,off,False,3155
100% pindakaas naturel,100% pindakaas naturel,AH Terra,8718907855853,630.0,27.0,13.0,50.0,9.8,0,off,False,3154
Black anguse,black anguse,Lidl,3800216653123,256.0,16.0,2.6,20.0,0.8,0,off,False,3154
Bonherba,bonherba,Bonherba,7610167616636,233.0,0,97.0,0,0,4.0,off,False,3154
Burger sauce,burger sauce,Heinz,8715700120331,375.0,1.0,12.0,36.0,0,840.0,off,False,3154
Chicorée café,chicoree cafe,,6133978000377,334.0,12.0,65.0,0,13.0,100.0,off,False,3154
Coca cola Soft Drink 750ml,coca cola soft drink 750ml,Coca cola,3948764012273,44.0,0,10.9,0,0,8.5,off,False,3154
Crunchy burger con lenticchie e spinaci,crunchy burger con lenticchie e spinaci,Lidl,4335619023345,288.0,12.0,32.0,11.0,6.7,440.0,off,False,3154
Crunchy muesli strawberry-yogo,crunchy muesli strawberry-yogo,Crownfield,20804350,439.0,8.9,64.4,14.3,0,108.0,off,False,3154
Fatto Soffiato al miele,fatto soffiato al miele,Crownfield,4056489721147,401.0,7.3,78.0,5.6,4.7,4.0,off,False,3154
Ferrero rocher,ferrero rocher,Ferrero,06202945,605.26,7.89,44.74,42.11,0,65.79,off,False,3154
Filet d'anchois de Cantabrie,filet d'anchois de cantabrie,Coop,7613331314253,173.0,23.0,0,9.0,0,6000.0,off,False,3154
Kartoffel Kroketten / Crocchette di patate,kartoffel kroketten / crocchette di patate,Harvest basket,20001582,171.0,2.5,26.5,5.5,0,320.0,off,False,3154
Lait entier concentré - pour café,lait entier concentre - pour cafe,Carrefour,5400101162631,140.0,6.8,9.9,8.0,0.5,96.0,off,False,3154
Light,light,A Vaca que ri,3073781193169,149.0,12.0,6.0,8.5,0,800.0,off,False,3154
Lindt Excellence 90% Cocoa Dark Chocolate,lindt excellence 90% cocoa dark chocolate,Lindt,0037466042695,667.0,13.3,30.0,53.3,16.7,16.7,off,False,3154
Magra Sem Lactose**,magra sem lactose**,Matinal,5603722522628,116.0,0,4.1,11.0,0.5,800.0,off,False,3154
"Muesli aux fruits exotiques, fruits secs et graines","muesli aux fruits exotiques, fruits secs et graines",IN'S Mercato,4008713710793,380.0,7.3,60.7,10.2,7.9,40.0,off,False,3154
Müller Müllermilch Bananowy Napój Mleczny 400 G,muller mullermilch bananowy napoj mleczny 400 g,Muller,4025500135614,74.0,3.1,12.2,1.4,0,48.0,off,False,3154
Nectary Orange,nectary orange,Jaouda,6111242105904,43.0,0.4,10.2,0.1,0,0,off,False,3154
Nesquik Duo,nesquik duo,Nestlé,7613032028251,384.0,8.4,74.4,4.1,8.1,68.0,off,False,3154
Oaties cocoa crunch,oaties cocoa crunch,Kellogg's,5059319035772,380.0,10.0,70.0,4.9,8.9,114.0,off,False,3154
Protein-g,protein-g,Galbusera,8002190006901,441.0,14.5,56.9,18.0,6.6,700.0,off,False,3154
Queijo Fresco para Barrar light,queijo fresco para barrar light,Pingo Doce,5601009984077,161.0,9.0,4.2,12.0,0.5,320.0,off,False,3154
Raisins sultanines,raisins sultanines,M-Budget,7613269193081,316.0,3.0,73.0,0.5,3.5,40.0,off,False,3154
Sablés à la confiture,sables a la confiture,Spitzbuben,7613413024537,444.0,5.2,69.0,16.0,0,100.0,off,False,3154
Sauerer Halbrahm,sauerer halbrahm,Coop,7627534282271,161.0,2.8,3.8,15.0,0,44.0,off,False,3154
Saumon de l'Atlantique fumé,saumon de l'atlantique fume,Boni,5400141070590,190.0,25.0,0.6,9.7,0,1200.0,off,False,3154
Spa orange,spa orange,Spa,5410013144304,18.0,0,4.5,0,0,0,off,False,3154
Thon Sauvage au naturel,thon sauvage au naturel,Imperial,5410363510903,104.0,21.0,0.5,2.0,0,400.0,off,False,3154
Zaanse mayonaise,zaanse mayonaise,Zaanse,8710716030254,735.0,1.2,1.4,80.4,0,240.0,off,False,3154
gaufres chocolat,gaufres chocolat,Céréal,5410063037052,419.0,7.1,52.0,23.0,5.9,200.0,off,False,3154
pain tessinois,pain tessinois,Denner,7610029179293,294.0,9.0,50.0,6.0,0,640.0,off,False,3154
Amul Taaza 200ml,amul taaza 200ml,Amul,8901262150088,58.0,3.0,4.8,3.0,0,37.0,off,False,3153
Apericube,apericube,Apéricube,3073781164879,246.0,12.0,5.5,19.5,0,760.0,off,False,3153
Bevanda alla soia,bevanda alla soia,Karma,7627534148416,43.0,3.8,1.1,2.5,0.6,28.0,off,False,3153
Bevanda di soia,bevanda di soia,Eurospin,8017596108036,34.0,3.2,0,2.2,0,0,off,False,3153
Bio Oat - Boisson à l'avoine,bio oat - boisson a l'avoine,Karma,7627534021283,40.0,0.7,6.1,1.2,0.8,40.0,off,False,3153
Bio Rice Amande,bio rice amande,Karma,7627534380328,65.0,0.7,11.0,1.8,0,40.0,off,False,3153
Boost Tropical,boost tropical,Zyla,54087040,28.0,0,6.6,0,0,0,off,False,3153
Chickpea Gianduja,chickpea gianduja,Karma,7627534646738,101.0,4.0,9.9,4.8,1.3,8.0,off,False,3153
Chips,chips,daddy's chips,6191517601171,512.0,1.7,11.25,8.6,1.0,200.0,off,False,3153
Chiuaua,chiuaua,chihuaua,6134067002586,582.0,19.33,24.07,49.8,9.0,164.0,off,False,3153
Ciao apple raspberry,ciao apple raspberry,,5942289010019,21.0,0.5,4.9,0.5,0,0,off,False,3153
Coconut milk,coconut milk,Suree,8859568700097,179.0,1.4,2.9,18.0,0,0,off,False,3153
Comté,comte,Entremont,3123930651818,410.0,26.0,0.5,34.0,0,320.0,off,False,3153
Confiture de fraise,confiture de fraise,Hero,8713500011163,277.0,0.5,54.0,0.5,0,8.0,off,False,3153
Cottage Cheese nature,cottage cheese nature,Migros,7613404606742,94.0,10.0,3.3,4.5,0,440.0,off,False,3153
Crushy cerial clasters with oats and fruits,crushy cerial clasters with oats and fruits,Quaker,5201024865193,456.0,6.89,62.2,18.2,9.78,17.8,off,False,3153
Céréales au chocolat,cereales au chocolat,Boni,5400141237542,386.0,6.8,80.0,3.4,3.4,400.0,off,False,3153
Dark chocolate 85%,dark chocolate 85%,Delhaize,5400113614173,585.0,10.0,16.0,50.0,0,0,off,False,3153
Dark et milk,dark et milk,Cailler,7613036852906,576.0,9.0,46.0,39.0,0,88.0,off,False,3153
Denner Orangensaft,denner orangensaft,Denner,7610029135886,45.0,0.7,9.0,0.5,0,4.0,off,False,3153
Emmental,emmental,Delhaize,5400601358947,369.0,27.0,2.0,28.0,0.5,480.0,off,False,3153
Finesse queso crema,finesse queso crema,Alpina,7702001015658,133.0,6.67,6.67,10.0,0,567.0,off,False,3153
Fit cereal biscuits,fit cereal biscuits,Sante,5900617036704,413.0,8.7,70.0,13.0,4.8,300.0,off,False,3153
Fitness biscuits,fitness biscuits,Nestlé,6221007031703,472.0,8.2,71.6,17.0,6.2,212.0,off,False,3153
Flan sucré,flan sucre,Alsa,6111026104833,88.0,2.9,13.0,3.0,0,20.0,off,False,3153
Floridina Orange 350ML,floridina orange 350ml,wings food,8998866500708,45.7,0,12.0,0,0,5.71,off,False,3153
Glace artisanale,glace artisanale,Yulty,8051739080155,146.0,10.7,16.3,3.2,4.8,36.0,off,False,3153
Granola chocolat,granola chocolat,Jordans,5010477361110,460.0,11.1,65.4,13.3,16.9,12.0,off,False,3153
Greek style salad cheese,greek style salad cheese,Lidl,20898717,258.0,17.9,0.5,20.0,0,1080.0,off,False,3153
Guacamole jalapeno & coriandre,guacamole jalapeno & coriandre,Père Olive,5413588623403,188.0,1.9,2.2,18.0,4.2,280.0,off,False,3153
Haferbrötchen,haferbrotchen,Aha!,7613404375822,264.0,42.0,7.1,7.1,0,384.0,off,False,3153
Half & Half Cream,half & half cream,Lactantia,0068200511146,133.0,2.67,6.67,10.0,0,33.3,off,False,3153
Happy turn,happy turn,亀田製菓,4901313931257,520.0,4.7,66.6,26.1,0,584.0,off,False,3153
Jus D'orange Sanguine,jus d'orange sanguine,Boni,5400141046366,40.0,0.7,9.0,0.1,0,12.0,off,False,3153
Knorr,knorr,Knorr,8714100762721,35.0,0.7,5.7,1.0,0.5,248.0,off,False,3153
Lait de poudre,lait de poudre,Loya,6008155000498,510.0,24.0,39.0,28.0,0,280.0,off,False,3153
Leite sem Lactose Magro,leite sem lactose magro,MIMOSA,5603722509544,38.0,3.4,5.0,0.5,0,39.0,off,False,3153
Light Mayonnaise,light mayonnaise,Hellmann's,8714100848623,269.0,0.5,6.1,26.0,0,669.0,off,False,3153
Lindt Hello,lindt hello,Lindt,4000539722844,544.0,0,56.0,32.0,7.2,128.0,off,False,3153
Lindt Teddy,lindt teddy,Lindt,4000539743467,544.0,7.2,56.0,32.0,0,128.0,off,False,3153
Margarine de table,margarine de table,lilia,6111099000872,675.0,0.1,0.2,75.0,0,80.0,off,False,3153
Mascarpone,mascarpone,Delhaize,5400112141700,368.0,4.0,2.5,38.0,0,40.0,off,False,3153
Mayo,mayo,Boni Selection,5400141896794,744.0,1.2,0.5,82.0,0,372.0,off,False,3153
Milka Oreo mini,milka oreo mini,Milka,7622201127398,549.0,5.6,58.0,32.0,1.5,164.0,off,False,3153
Mini craquelins aux légumes,mini craquelins aux legumes,Le choix du président,01565839,466.67,6.67,70.0,20.0,3.33,666.67,off,False,3153
Miracle Whip Dressing,miracle whip dressing,Miracle Whip,0021000026494,267.0,0,13.3,23.3,0,633.0,off,False,3153
Mozzarella di bufala,mozzarella di bufala,Stähli produits fermiers,7640114220395,269.0,14.9,0,23.0,0,0,off,False,3153
Napolitains,napolitains,Lindt,7610400094511,561.0,6.3,53.0,35.0,0,210.0,off,False,3153
Oat cookies - chocolate beetroot and seeds,oat cookies - chocolate beetroot and seeds,Vemondo,4056489487098,511.0,9.0,49.8,29.1,0,128.0,off,False,3153
Orangina et sa pulpe,orangina et sa pulpe,Orangina,6191525200267,43.0,0.1,10.3,0.1,0,4.9,off,False,3153
Organic Whole Cashews Unsalted Unroasted,organic whole cashews unsalted unroasted,Kirkland Signature,0096619928927,536.0,17.9,28.6,42.9,3.57,0,off,False,3153
PARLE hide&seek400g,parle hide&seek400g,Parle,8901719130144,480.0,5.8,73.1,18.3,0,114.0,off,False,3153
Pain 14 grains,pain 14 grains,Country harvest,0063400138957,250.0,15.0,42.5,3.75,3.0,425.0,off,False,3153
Pain tacos,pain tacos,Bimbo,6111260961476,311.0,7.8,52.0,7.3,0,1080.0,off,False,3153
Pan artesano integral,pan artesano integral,Bimbo,7705326081803,258.0,10.0,51.5,3.64,10.0,452.0,off,False,3153
Pane ai cereali,pane ai cereali,Eurospin,8017596115225,242.0,8.5,39.0,4.5,5.5,393.0,off,False,3153
Probiotic Apricots,probiotic apricots,Nature's Garden,0846548087635,100.0,1.0,25.0,0,3.0,0,off,False,3153
Pâte à tartiner aux noisettes,pate a tartiner aux noisettes,boni,5400141758382,558.0,6.1,53.0,35.0,3.7,52.0,off,False,3153
Quark creme Erdbeere,quark creme erdbeere,Milfina,4061461552961,116.0,5.2,15.0,4.0,0,0,off,False,3153
Rama mit Butter,rama mit butter,Rama,8719200071575,717.0,0.5,0.6,80.0,0,128.0,off,False,3153
SOJA TOFU nature,soja tofu nature,Migros Bio,7613404553770,157.0,17.0,2.0,9.0,0,200.0,off,False,3153
Sauce Brasil,sauce brasil,Boni Selection,5400141897494,514.0,1.5,10.0,52.0,0.5,560.0,off,False,3153
Sauce Jalapeño Garlic mild spicy,sauce jalapeno garlic mild spicy,Hellmann's,8711200480876,277.0,0.5,10.0,26.0,0,720.0,off,False,3153
Soubry spirelli,soubry spirelli,SOUBRY,5410028170466,349.0,14.0,68.0,1.5,0,10.0,off,False,3153
Stripes Chicken Style,stripes chicken style,Cornatur,7613404155134,142.0,22.0,2.9,2.9,8.0,560.0,off,False,3153
Sélection secco,selection secco,Lindt & Sprüngli (Austria),9003600470458,526.0,3.9,47.0,32.0,3.9,36.0,off,False,3153
Thon Entier A L'Huile d'olive,thon entier a l'huile d'olive,La Goulette,6191571800954,382.0,21.0,0,33.0,0,148.0,off,False,3153
Turkish delight,turkish delight,HazerBaba,8691230407299,361.0,2.5,71.1,9.1,0,0,off,False,3153
Vegan Nuggets,vegan nuggets,Garden Gourmet,7613287424181,236.0,13.1,15.0,12.5,5.7,400.0,off,False,3153
glace pistache,glace pistache,pingouin,6111178001127,91.21,1.4,12.4,1.4,0,0,off,False,3153
hell cappuccino,hell cappuccino,Hell,5999860497097,56.0,2.6,9.4,0.8,0,44.0,off,False,3153
lait,lait,Coop,7627534269630,46.0,0.1,4.8,1.5,0,100.0,off,False,3153
media crema,media crema,Lala,7501020515299,197.0,2.33,4.33,19.0,0,0,off,False,3153
Крема сирене,крема сирене,Arla,5711953158445,252.0,4.5,3.0,25.0,0,320.0,off,False,3153
Синьо сирене,синьо сирене,Pilos,20934545,307.0,19.0,1.5,25.0,0,3.7,off,False,3153
حليب نيدو بودرة كامل الدسم,حليب نيدو بودرة كامل الدسم,Nestlé,7616100011568,64.0,3.16,5.16,3.4,0,45.6,off,False,3153
Bontà e linea latte parzialmente scremato,bonta e linea latte parzialmente scremato,Bontà e linea,8002580017111,46.0,3.3,4.9,1.6,0,40.0,off,False,3152
CHAUMES LE CRÉMIER Crémeux et fondant,chaumes le cremier cremeux et fondant,Chaumes,3222110021813,285.0,18.0,0.5,24.0,0,750.0,off,False,3152
Chocolat noir fourré à la crème d'amandes,chocolat noir fourre a la creme d'amandes,Giandor,7616500020290,564.0,7.0,49.0,37.0,5.0,20.0,off,False,3152
Cottage Cheese,cottage cheese,Landfrisch,9006548240220,103.0,12.5,3.0,4.5,0,180.0,off,False,3152
Crunchy Muesli Frutos Secos,crunchy muesli frutos secos,Continente,5601312100263,471.0,9.7,58.4,20.4,7.6,84.0,off,False,3152
Fiori spinaci e ricotta,fiori spinaci e ricotta,Free Form,7613356220690,189.0,9.0,24.0,6.0,0,440.0,off,False,3152
Fizzy,fizzy,,5999860115069,25.0,0,6.0,0,0,0,off,False,3152
French dressing aux herbes,french dressing aux herbes,mmmh,7610029193015,289.0,1.1,3.6,30.0,0,920.0,off,False,3152
Fromage a tartiner lactofree,fromage a tartiner lactofree,Arla,5760466985567,190.0,7.8,3.3,16.0,0,320.0,off,False,3152
Knusperbrötli,knusperbrotli,,7616700232820,403.0,13.0,72.0,6.0,5.0,640.0,off,False,3152
Mango Slice 1.75ltr,mango slice 1.75ltr,PepsiCo Inc.,8902080404575,64.0,0,15.9,0,0,9.14,off,False,3152
Mayonnaise au goût pesto,mayonnaise au gout pesto,,5414972126081,744.0,1.3,2.6,81.0,0,480.0,off,False,3152
Mostaza dulce,mostaza dulce,,5941516000113,127.0,5.6,14.0,4.8,0,520.0,off,False,3152
Mélange de noix,melange de noix,Qualité & Prix,7613379489395,608.0,24.0,17.0,48.0,0,280.0,off,False,3152
Organic Almondmilk Unsweetened,organic almondmilk unsweetened,Califia Farms,0813636023356,25.4,0.84,0.84,2.11,0.42,59.2,off,False,3152
Same Real Mayonnaise,same real mayonnaise,UNILEVER NORGE AS,8710522882207,727.0,3.33,3.33,80.0,0,340.0,off,False,3152
Szynka wieprzowa,szynka wieprzowa,Pikok Pure,4056489063513,108.0,18.9,0.8,3.2,0,747.0,off,False,3152
Крема сирене XL,крема сирене xl,Arla,5711953158407,252.0,4.5,3.0,25.0,0,320.0,off,False,3152
Унисос,унисос,Maggi,7613031276158,20.0,2.8,2.2,0,0,9112.0,off,False,3152
ACE,ace,Lidl,4056489249009,41.0,0.2,9.8,0.1,0,4.0,off,False,3151
Ancora Uno Cioccolato in Frolla Krumiro,ancora uno cioccolato in frolla krumiro,Tre Marie,8002190006741,506.0,6.79,62.3,24.7,3.7,198.0,off,False,3151
Apple & raisin oat bar,apple & raisin oat bar,Deliciously Ella,5060482841428,426.0,5.6,59.0,17.0,4.9,116.0,off,False,3151
Arachides Sans Sel,arachides sans sel,Pesident's Choice,0060383665852,620.0,24.0,22.0,50.0,4.0,0,off,False,3151
Barre amandes et Noix de coco,barre amandes et noix de coco,BE-KIND,5000159532945,532.0,11.0,31.0,38.0,11.0,0,off,False,3151
Becel,becel,Becel,8719200016903,398.0,0.5,0.5,45.0,0,0,off,False,3151
Big M,big m,Merendina,5111438005538,402.0,4.1,55.0,19.0,1.7,216.0,off,False,3151
Bingo! Potato Chips Chilli Sprinkled,bingo! potato chips chilli sprinkled,ITC,8901725007508,531.0,7.1,50.5,33.4,0,824.6,off,False,3151
Biscuit d'avoine,biscuit d'avoine,Migros Bio,7613312304921,476.0,7.2,65.0,20.0,0,440.0,off,False,3151
Biscuit d’avoine,biscuit d’avoine,hiltho,6132507140058,506.16,11.67,56.64,25.88,0,80.0,off,False,3151
Burger Japaleño,burger japaleno,Nestlé,7290111569593,168.0,19.0,6.5,5.9,6.5,360.0,off,False,3151
Carré italien,carre italien,Garden Gourmet,7290012521379,192.0,9.8,17.9,8.3,3.2,354.0,off,False,3151
Cereais Linha,cereais linha,Amanhecer,5601227031140,371.0,9.3,73.0,2.9,7.8,236.0,off,False,3151
Chocolat blanc,chocolat blanc,Everyday,5400141051896,548.0,6.4,59.0,32.0,0,92.0,off,False,3151
Cornettes/horentjes,cornettes/horentjes,Soubry,5410028170381,349.0,13.5,69.0,1.5,2.5,10.0,off,False,3151
Cream spread,cream spread,Pilos,20078539,322.0,3.0,6.9,31.4,0,0.4,off,False,3151
Crunchy 3 chocolate müsli,crunchy 3 chocolate musli,Crownfield,20672782,482.0,8.0,65.0,20.0,5.2,36.0,off,False,3151
Cuire rotir,cuire rotir,Boni,5400141239966,704.0,0.5,0.5,78.0,0,120.0,off,False,3151
Curry ketchup,curry ketchup,D&L,5414972127705,184.0,1.0,44.0,0.2,0,840.0,off,False,3151
Dattes,dattes,Sun queen,7610200010339,301.15,2.0,67.0,0.5,8.0,40.0,off,False,3151
Der cremig-feine,der cremig-feine,Exquisa,4019300159673,113.0,5.7,14.2,3.5,0,72.0,off,False,3151
Escalope épinards fromage,escalope epinards fromage,Garden Gourmet,7290012521317,230.0,10.0,18.0,12.0,4.9,440.0,off,False,3151
Filet de poulet,filet de poulet,,20276294,117.0,25.0,0.5,1.7,0,40.0,off,False,3151
Galettes,galettes,Biscuit,6132501543558,450.37,10.79,68.48,14.81,0,0,off,False,3151
Granola kokosnoot No gluten,granola kokosnoot no gluten,Boni,5400141712612,429.0,11.0,43.0,27.0,10.0,36.0,off,False,3151
Green tea zero,green tea zero,Lipton,8711327507906,1.0,0.5,0.5,0.5,0,4.0,off,False,3151
